country,avg_temperature,avg_humidity,avg_precip,avg_uv,avg_pm25
Saint Lucia,0.7043258495890071,0.802820037105751,0.003601497933884292,0.09377579475738976,0.007379291410948243
Saint Vincent and the Grenadines,0.708049723580353,0.7605293483513619,0.0035877904730363683,0.09209158872238417,0.007262980276835071
Saint-Vincent-et-les-Grenadines,0.711201079622132,0.816326530612244,0.00307765151515151,0.368098159509202,0.00101119501936884
Samoa,0.6815139381289671,0.8713017199567208,0.007596964849592805,0.01666647973889928,0.003713761598214437
San Marino,0.5938069216757738,0.6608676257388195,0.0026675567146878577,0.2005542704526911,0.00973832850454664
Saudi Arabia,0.7913801987486193,0.12291280148422978,2.7978650137740998e-05,0.5135973229224758,0.08769997744638543
Saudi Arabien,0.94331983805668,0.0510204081632653,0.0,0.674846625766871,0.0137130932406074
Senegal,0.6815945940659895,0.7557305530908011,0.001015590689503731,0.15774206455054657,0.022200483447985326
Serbia,0.5829077790105581,0.5730212230082591,0.002077833690810092,0.23070156881520454,0.016156118465971137
Seychelles Islands,0.7235574626920502,0.74328678839957,0.002608892921960068,0.6220703016267128,0.005811158637434943
Sierra Leone,0.6901887618022213,0.8031485818371059,0.013772026963625304,0.16549889928145958,0.014288473598833942
Singapore,0.7357590604158106,0.6965949423247555,0.008307428908651718,0.1637658931270558,0.014712929961275198
Slovakia,0.5502521485900983,0.6280417793251597,0.0018574183303085264,0.19252224065558401,0.010637008466563222
Slovenia,0.5489986113555904,0.6891452233067135,0.005423631697408862,0.18583844580777062,0.013555913423718018
Solomon Islands,0.6971019382346609,0.8675133096716944,0.007649096261528315,0.01737129901307014,0.0017509425266448886
Somalia,0.7256564558121532,0.7420460017037663,0.0007029230600010989,0.5965283422221722,0.007649321392414734
South Africa,0.624550157444894,0.4222493345164148,0.001289645778436537,0.4350493464923975,0.025287389314787814
South Korea,0.5811467801151625,0.6521167450646316,0.0026630300280481704,0.04452584815115844,0.0315949831002624
Spain,0.5827093910960561,0.5592984925367601,0.0008919732717373355,0.18271297028269817,0.010680532610749227
Sri Lanka,0.7415323874393505,0.7454535353161224,0.011503275724577879,0.30685980871366025,0.015205373709333385
Sudan,0.7580438951630084,0.27220452609355855,0.0004990495930264525,0.49210025274737457,0.029006564405772445
Suriname,0.6679523984787139,0.9225231910946193,0.004073691460055089,0.09609592861126595,0.005737517836168821
Swaziland,0.6340547172126115,0.5313172541743966,0.0013412534435261688,0.411087562744004,0.01265002603466675
Sweden,0.49988611064167426,0.6966183932738245,0.0014251808007479487,0.1390667275338756,0.004447803194698489
Switzerland,0.5152020322298956,0.7395311065602707,0.004009056831288656,0.15380941261383627,0.007974864661805064
Syria,0.6746092503987237,0.30818181818181767,0.00018465909090909047,0.4009592861126598,0.016021419624979095
SÃ¼dkorea,0.688259109311741,0.836734693877551,0.00520833333333333,0.0613496932515337,0.043392162742916
Tajikistan,0.672684433406565,0.3119374791658945,0.0007106569322993986,0.3358422500083503,0.012453428828368064
Tanzania,0.6898311134581154,0.4559671694764857,0.001180281071585417,0.609284698141726,0.005689323440777102
Thailand,0.752368414923986,0.6214294982298091,0.006464293823796538,0.15723018115154627,0.018536527451521023
Timor-Leste,0.6897215065636114,0.745862708719851,0.007900309917355358,0.06596765197992183,0.0050325371374213505
Togo,0.712550607287449,0.73469387755102,0.00378787878787878,0.368098159509202,0.00479078424617641
Tonga,0.6488950283008929,0.8757546575799099,0.003954157042292243,0.01647868348680034,0.005667744305210105
Trinidad and Tobago,0.6818059133848604,0.8881818181818176,0.0058987603305785015,0.0973786949247071,0.006190686641523468
Tunisia,0.6650811560216215,0.575331772053083,0.0005148824308660365,0.24496295551309083,0.01170788735952366
Turkey,0.6054488558432338,0.5086192515153195,0.0012101601849558215,0.29986682491655614,0.01565906029019791
Turkmenistan,0.677546161928624,0.33090114448683233,0.0004829373590716596,0.37344259739681285,0.013446348317668158
TurkmÃ©nistan,0.846153846153846,0.0918367346938775,0.0,0.552147239263803,0.0040472584966405
Tuvalu,0.7227258503002207,0.8186187518485651,0.008499567687747022,0.016448830799324254,0.003911210346056633
USA United States of America,0.667116509221772,0.6530612244897953,0.012547348484848467,0.2658486707566459,0.002250404601928702
Uganda,0.6853053336958196,0.6112263417163594,0.0034037631303965167,0.5290770823822828,0.020143753214438776
Ukraine,0.5468154080854305,0.5266932860100557,0.0013183808190601644,0.21457944340713042,0.010274342772626175
United Arab Emirates,0.7976393045042927,0.40328305235137485,4.2888120333772476e-06,0.47530452565128417,0.03887758416953934
United Kingdom,0.5224512329775484,0.7480148423005561,0.001914600550964185,0.12732849972113747,0.010096657220885485
United States of America,0.46081673612037943,0.8896800478433127,0.0010995948495948482,0.030899570776871332,0.0040652905847969765
Uruguay,0.5174569118594331,0.8656802103781618,0.0020829896056756276,0.07357509491944353,0.008118955960484052
Uzbekistan,0.6669893798040247,0.28697131026323525,0.0005030776515151507,0.32081888503600914,0.01580200885391896
Vanuatu,0.6633406075568646,0.8782917885847619,0.005128846312489675,0.016500951977998717,0.00590553310587082
Vatican City,0.6227776799859176,0.6089359656906235,0.001474922458278434,0.2274495421001152,0.010506554260300149
Venezuela,0.6521389644771868,0.8192074644065271,0.0023769111883865943,0.08269357560316011,0.010558977557201156
Vietnam,0.7037667657441388,0.6916417657405637,0.0075506820541867145,0.11239161872726443,0.03706048893898121
Yemen,0.6522259858777191,0.21411904144597899,0.001158362206456578,0.5733245743934615,0.01627181363648081
Zambia,0.6781180934499008,0.38252366163856794,0.0021701388888888846,0.500477905219169,0.007898388504919486
Zimbabwe,0.6604907373328421,0.3388682745825598,0.0018276515151515113,0.5229782487451194,0.012240765804484698
Ð¢ÑƒÑ€Ñ†Ð¸Ñ_x008f_,0.794871794871794,0.428571428571428,0.0,0.490797546012269,0.00689744053652818
ÐŸÐ¾Ð»ÑŒÑˆÐ°,0.662618083670715,0.551020408163265,0.0,0.306748466257668,0.00144491837326479
Ð“Ð²Ð°Ñ‚ÐµÐ¼Ð°Ð»Ð°,0.550607287449392,0.948979591836734,0.0,0.245398773006134,0.0251757818792861
ÙƒÙˆÙ„ÙˆÙ…Ø¨ÙŠØ§,0.647773279352226,0.948979591836734,0.00118371212121212,0.306748466257668,0.000205708790704936
ç_x0081_«é¸¡,0.736842105263158,0.224489795918367,0.0,0.429447852760736,0.00175472076890476
